epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2302.94,1.29868,1.84873,1.68727,0.3757,0.37525,0.32622,0.15444,2.01898,2.2777,2.41836,0.000661578,0.000661578,0.000661578
